CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.
Rockville Centre,,NY,US,2018-06-30,hundreds,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,http://www.fios1news.com/longisland/local-keeping-families-together,,,
Roseburg,Garden Valley Blvd,OR,US,2018-06-30,estimated 250,250,,250,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20206/signup/?source=&s=,https://www.nrtoday.com/news/local/roseburg/demonstrators-protest-trump-immigration-policies/article_7387ed3f-189a-5652-acac-a4c8dc5e4803.html,,
Rosewell,,NM,US,2018-06-30,FB: 22,22,,22,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://www.facebook.com/events/2218061871762385/,,,
Rouses Point,U.S. Customs and Border Protection Rouses Point,NY,US,2018-06-30,more than 50,50,,50,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20333/signup/?source=&s=,https://eu.burlingtonfreepress.com/videos/news/2018/06/30/is-donald-trump-naughty-asks-5-year-old-immigration-protest-us-border/748369002/,,
Rutherford,Rutherford Congregational Church,NJ,US,2018-06-30,picture,13,,24,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20537/signup/?source=&s=,,,
Rutland,Main Street Park,VT,US,2018-06-30,over 150,150,,150,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,http://www.rutlandherald.com/articles/rutland-rally-against-family-separation/,http://mountaintimes.info/protest-draws-150-plus/,,
Sacramento,US Citizenship and Immigration Services,CA,US,2018-06-30,thousands; about 2000,2000,,2000,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/19881/signup/?akid=undefined&zip=&source=,https://www.sacbee.com/news/local/article214129234.html,,
Saint Augustine,Plaza de la Constitución,FL,US,2018-06-30,FB: 143; about 300,143,,300,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20609/signup/?source=&s=,https://www.facebook.com/events/1072895309527827/,https://indivisible-st-johns.blogspot.com/2018/07/families-belong-together-rally-63018-we.html,
Saint Charles,Randall & 64,IL,US,2018-06-30,na,20,,20,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20208/signup/?source=&s=,https://www.facebook.com/groups/OFDNorthCarolina50StatesPlus/about/,,Partial count taken from event photos on OFD NC 50 States Plus facebook page
Saint George,St. George Blvd,UT,US,2018-06-30,over 100,100,,100,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://www.thespectrum.com/story/news/local/2018/06/30/families-belong-together-rally-st-george/748157002/,,,
Saint Joseph,On the bluff in downtown St. Joseph,MI,US,2018-06-30,almost 200,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20639/signup/?source=&s=,https://www.heraldpalladium.com/news/local/bringing-the-heat/article_1cef58ed-aea7-56d5-83aa-d1363dc9abe3.html,,
Saint Joseph,francis street united methodist church,MO,US,2018-06-30,more than 120,120,,120,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,http://www.kq2.com/content/video/487042431.html,,,
Saint Louis,Kiener Plaza East,MO,US,2018-06-30,about 1000,1000,,1000,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/19956/signup/?source=&s=,https://www.stltoday.com/news/local/about-protest-in-st-louis-over-trump-administration-immigration-policies/collection_f5d4e327-89d1-5c44-a255-a31a4a0a0fcc.html#1,,
Salem,Oregon State Capitol,OR,US,2018-06-30,more than 500,500,,500,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20552/signup/?source=&s=,https://www.statesmanjournal.com/story/news/2018/06/30/families-belong-together-protest-rally-salem-oregon/746034002/,,
Salida,Centennial Park - Hwy 50 at Holman,CO,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20442/signup/?source=&s=,,,
Salisbury,,MD,US,2018-06-30,na,10,,10,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20027/signup/?source=&s=,https://twitter.com/KaliwendwaN/status/1013118353156780032,,
Salisbury,Kelsey Scott Park,NC,US,2018-06-30,picture,24,,24,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20027/signup/?source=&s=,https://www.salisburypost.com/2018/07/01/a-human-rights-issue-locals-protest-border-policies/,,
Salt Lake City,Utah State Capitol,UT,US,2018-06-30,~2000 plus,2000,,2000,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/19886/signup/?source=&s=,https://twitter.com/Kelan_Lyons/status/1013109491615727616,,
San Antonio,San Fernando Cathedral,TX,US,2018-06-30,between 800 and 2000,800,,2000,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://twitter.com/RealBlueDuran/status/1013135683588943872,https://www.mysanantonio.com/news/local/article/Demonstrators-rally-downtown-to-protest-Trump-13040235.php,,
San Bernardino,655 W Rialto Ave; outside Homeland Security office,CA,US,2018-06-30,approx 450,450,,450,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20021/signup/?source=&s=,https://www.sbsun.com/2018/06/30/diversity-inspiring-at-protests-in-riverside-and-san-bernardino-calling-for-reuniting-immigrant-families/,,
San Diego,Waterfront Park,CA,US,2018-06-30,hundreds; several thousand; estimated 4000,200,,4000,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/19967/signup/?source=&s=,http://www.sandiegouniontribune.com/visuals/photography/sd-families-belong-together-protests-in-san-diego-and-carlsbad-20180630-photogallery.html,https://timesofsandiego.com/politics/2018/06/30/children-are-crying-thousands-march-downtown-anew-against-trump-border-policies/,https://obrag.org/2018/06/4000-san-diegans-rally-and-march-downtown-in-protest-of-trumps-immigration-policy/
San Francisco,Civic Center Plaza,CA,US,2018-06-30,na; over 30000,20000,,30000,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/19835/signup/?source=&s=,https://twitter.com/SonjaHutson/status/1013131116943831040,https://deadline.com/2018/06/families-belong-together-immigration-protest-rally-john-legend-chrissy-teigen-laura-dern-lin-manuel-miranda-kerry-washington-america-ferrera-donald-trump-1202420138/,
San Jose,San Jose City Hall,CA,US,2018-06-30,thousands; about 1000,1000,,2000,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20086/signup/?source=&s=,https://twitter.com/JennieGonzMedia/status/1013129334922489856,https://www.mercurynews.com/2018/06/30/thousands-to-march-today-in-families-belong-together-rallies/,
San Leandro,San Leandro City Hall,CA,US,2018-06-30,FB: 68,68,,68,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20147/signup/?source=&s=,https://twitter.com/AnikaMarinakis/status/1013126903635439616,https://www.facebook.com/events/1745291572228735/,
San Luis,Friendship Park,AZ,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20725/signup/?source=&s=,,,
San Luis Obispo,SLO County Courthouse,CA,US,2018-06-30,more than 1500,1500,,1500,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20059/signup/?source=&s=,https://www.kansas.com/news/local/article214134029.html,,
San Mateo,,CA,US,2018-06-30,na,42,,42,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://www.facebook.com/yolanda.ramirezarias/videos/o.799435606920466/2157923817557991/?type=2&theater,,,count from video
Sandpoint,Bonner County Courthouse on First Avenue,ID,US,2018-06-30,over 125,125,,125,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20568/signup/?source=&s=,http://sandpointreader.com/crowd-protests-immigration-policy-at-courthouse/,,
Sandwich,SandwichFest,MA,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20571/signup/?source=&s=,,,
Santa Barbara,De La Guerra Plaza,CA,US,2018-06-30,na,2000,,2000,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/19975/signup/?source=&s=,https://www.edhat.com/news/nationwide-families-belong-together-rally-in-santa-barbara,,
Santa Clarita,city hall,CA,US,2018-06-30,hundreds,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,http://www.hometownstation.com/santa-clarita-latest-news/families-belong-together-protesters-demand-immigration-policy-reform-outside-city-hall-239510,,,
Santa Cruz,Santa Cruz City Hall 809 Center St. and Abbott Square 118 Copper St.,CA,US,2018-06-30,na,8000,,8000,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/19951/signup/?source=&s=,http://www.santacruzsentinel.com/article/NE/20180630/NEWS/180639989,,
Santa Fe,Railyard Park,NM,US,2018-06-30,hundreds,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20480/signup/?source=&s=,http://www.santafenewmexican.com/news/protests-across-u-s-call-for-end-to-migrant-family/article_45f49422-7d59-5d68-b2ab-78d0663881ae.html,,
Santa Maria,ICE facility,CA,US,2018-06-30,about 200; roughly 450,200,,450,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://www.newtimesslo.com/sanluisobispo/slo-santa-maria-join-nationwide-protests-against-trumps-immigration-policies/Content?oid=5570619,https://www.independent.com/news/2018/jul/02/community-rallies-shut-ice-down/,,
Santa Rosa,"Courthouse Square, Downtown Santa Rosa",CA,US,2018-06-30,about 3000,3000,,3000,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20106/signup/?source=&s=,http://www.pressdemocrat.com/news/8475376-181/sonoma-county-rallies-urge-embrace,,
Saranac Lake,Riverside Park,NY,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20349/signup/?source=&s=,,,
Sarasota,Five Points Park,FL,US,2018-06-30,more then 600; closer to 1000,600,,1000,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/19834/signup/?source=&s=,http://www.theledger.com/news/20180701/hundreds-gather-to-protest-family-separation-in-sarasota,,
Saratoga Springs,Congress Park,NY,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/19906/signup/?source=&s=,,,
Sault Ste Marie,the eagle statue near Superior Coffee,MI,US,2018-06-30,partial count from pic,46,,77,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest; march,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20275/signup/?source=&s=,https://twitter.com/tmarente/status/1013368689482182656,,
Savannah,Johnson Square to City Hall,GA,US,2018-06-30,hundreds,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest; march,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20388/signup/?&source=&s=,http://www.wtoc.com/story/38548802/local-immigration-rally-draws-hundreds-to-johnson-square,,
Scottsbluff,Deb Fischer's Office,NE,US,2018-06-30,around 40,40,,40,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20606/signup/?source=&s=,https://www.starherald.com/news/local_news/families-belong-together-protesters-voice-opposition-to-immigration-policies/article_134e2c6e-195e-5a5a-9318-3c6581bed249.html,,
Scranton,Lackawanna County Courthouse Square,PA,US,2018-06-30,hundreds,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20347/signup/?source=&s=,http://fox56.com/news/local/demonstrators-in-scranton-rally-to-keep-immigrant-families-together,https://wnep.com/2018/06/30/rally-in-scranton-to-keep-families-together/,
Seattle,SeaTac Detention Center,WA,US,2018-06-30,around 10000,10000,,10000,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/19992/signup/?source=&s=,https://www.seattletimes.com/seattle-news/politics/10000-strong-demonstrate-at-seatac-detention-facility-against-president-trumps-zero-tolerance-immigration-policy/,,
Sebastian,Riverview Park,FL,US,2018-06-30,more than 150,150,,150,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/19896/signup/?source=&s=,https://www.tcpalm.com/picture-gallery/news/local/indian-river-county/2018/06/30/families-belong-together-march-in-sebastian/36527477/,,
Sebastopol,Sebastopol Plaza,CA,US,2018-06-30,reportedly 300,300,,300,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/19918/signup/?source=&s=,https://twitter.com/familiesbelong/status/1013388244883591168,,
Sebring,Sebring High School,FL,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20329/signup/?&source=&s=,,,
Sharon,Post Office Square,MA,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20834/signup/?source=&s=,,,
Sharon,Mike Kelly's office; 33 Chestnut Avenue,PA,US,2018-06-30,na,80,,100,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20834/signup/?source=&s=,https://twitter.com/Ca_Metzger/status/1013227797714784256?s=04,web form,
Sherman,Grayson County Courthouse Lawn,TX,US,2018-06-30,more than 40,40,,40,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/19947/signup/?source=&s=,http://www.kxii.com/content/news/Families-Belong-Together-march-held-in-Grayson-County-485629891.html,,
Sherwood,Hopkins Elementary School,OR,US,2018-06-30,na,300,,400,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,http://katu.com/news/local/hundreds-gather-for-families-belong-together-rally-in-downtown-portland,via website,,
Shorewood,,WI,US,2018-06-30,several hundred,300,,300,,,general protestors,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://eu.usatoday.com/story/news/nation-now/2018/06/30/families-belong-together-rallies-held-across-usa/747921002/,,,
Shreveport,Caddo Parish Courthouse,LA,US,2018-06-30,some 120,120,,120,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20701/signup/?source=&s=,https://www.shreveporttimes.com/story/news/2018/06/30/opponents-trump-immigration-policies-rally-shreveport/748558002/,,
Silver CIty,,NM,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together_attend1/search/#event-map,,,
Sioux City,Long Lines Family Recreation Center,IA,US,2018-06-30,FB: 117,117,,117,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20398/signup/?source=&s=,https://www.facebook.com/events/502517980184670/,,
Sioux Falls ,Sidewalks in front of KELO TV station; Fawick Park,SD,US,2018-06-30,hundreds; about 300,300,,300,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/19977/signup/?source=&s=,https://www.argusleader.com/story/news/2018/06/30/families-belong-together-protesters-rally-sioux-falls/743768002/,,
Sitka,Crescent Harbor Shelter and the streets of Sitka,AK,US,2018-06-30,about 150; well over 175,150,,175,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20214/signup/?source=&s=,https://twitter.com/Mudpie57/status/1013291608396083200,https://twitter.com/SusanWReed/status/1013141015547564032,
Smyrna,,TN,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20570/signup/?source=&s=,,,
Socorro,Socorro Historic Plaza,NM,US,2018-06-30,picture partial count,26,,26,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20502/signup/?source=&s=,https://www.facebook.com/NMFDW/photos/pcb.2082051998745145/2082050812078597/?type=3&theater,,
Solvang,SOLVANG PARK,CA,US,2018-06-30,na,150,,150,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20425/signup/?source=&s=,https://www.edhat.com/news/families-belong-together-march-in-solvang,,
Sonoma,Sonoma Plaza,CA,US,2018-06-30,FB: 87,87,,87,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20023/signup/?source=&s=,https://www.facebook.com/events/222004868611938/,,
Sonora,Southeast Corner of Mono and Greenley Rd. Intersection,CA,US,2018-06-30,na,112,,112,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20730/signup/?source=&s=,https://twitter.com/SonoraAction/status/1013174047050326017,,
South Bend,Marycrest Building,IN,US,2018-06-30,hundreds,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20188/signup/?source=&s=,https://www.southbendtribune.com/news/local/heat-doesn-t-deter-south-bend-protest/article_79380760-c475-5b89-a504-d5c46a965dfe.html,,
Southbury,Playhouse Corner,CT,US,2018-06-30,a few hundred,300,,300,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20501/signup/?source=&s=,https://www.facebook.com/pg/muusct/posts/,,
Southport,Waterfront Park,NC,US,2018-06-30,na,250,,250,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20221/signup/?source=&s=,https://www.facebook.com/SouthportIndivisible/?hc_ref=ARRnAlfJ4G9BYn7KfiBpTDcZrU0wQXo4_hvcbbTFJe-Z8UkpCd8Xh5g2dFpZrE8cBTY&fref=nf,,
Spokane,Grant Park,WA,US,2018-06-30,more than 1000,1000,,1000,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,http://www.spokesman.com/stories/2018/jun/30/joining-actions-around-the-country-more-than-1000-/,,,
Spring Hill,Spring Hill waterfall,FL,US,2018-06-30,around 50,50,,50,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20663/signup/?source=&s=,Facebook,,
Springfield,Old State Capitol,IL,US,2018-06-30,dozens,24,,24,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20284/signup/?source=&s=,http://www.sj-r.com/news/20180630/stay-outraged-says-immigrant-advocate-during-springfield-rally,,
Springfield,Court Square,MA,US,2018-06-30,dozens; FB: 554; over 1000,24,,1000,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://www.wwlp.com/news/local-news/hampden-county/protesters-rally-in-springfield-about-separation-of-families/1275773483,https://www.facebook.com/events/2062048730703835/,http://www.gazettenet.com/Jody-Shapiro-Wonders-about-lack-of-coverage-18667273,
Springfield,,MO,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://www.kansascity.com/news/local/article214062004.html,,,
St George,downtown,UT,US,2018-06-30,more than 100,100,,100,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://www.thespectrum.com/story/news/local/2018/06/30/families-belong-together-rally-st-george/748157002/,,,
Stamford,Stamford Government Center,CT,US,2018-06-30,hundreds,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20418/signup/?source=&s=,http://fairfield.dailyvoice.com/politics/fairfield-county-joins-nationwide-families-belong-together-rallies/739298/,,
Starkville,Walking Bridge on University Drive to City Hall,MS,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20716/signup/?source=&s=,,,
State College,Allen Street Gates,PA,US,2018-06-30,about 700,700,,700,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20178/signup/?source=&s=,https://www.centredaily.com/news/local/community/state-college/article214142899.html,,
Staten Island,Borough Hall,NY,US,2018-06-30,about 100,100,,100,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://www.silive.com/news/2018/06/2_staten_island_families_separ.html,,,
Statesville,Mitchell College,NC,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20587/signup/?source=&s=,,,
Staunton,Gypsy Hill Park,VA,US,2018-06-30,nearly 40,40,,40,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20447/signup/?source=&s=,https://www.newsleader.com/story/news/local/2018/06/30/staunton-sees-familiesbelongtogether-rally/745864002/,,
Steamboat Springs,Routt County Courthouse Sidewalk,CO,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20493/signup/?source=&s=,,,
Stevens Point,Division Str,WI,US,2018-06-30,about 180,180,,180,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20168/signup/?source=&s=,https://www.stevenspointjournal.com/story/news/2018/06/30/wisconsin-protesters-denounce-separation-immigrant-families/734264002/,,
Stevenson Ranch,Richard Rioux Park,CA,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20227/signup/?source=&s=,,,
Stockton,MLK Plaza,CA,US,2018-06-30,hundreds,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/19965/signup/?source=&s=,https://www.facebook.com/events/1787176184682715/,https://twitter.com/MichaelDTubbs/status/1013134736644980736,
Stratford,Town Hall,CT,US,2018-06-30,more than 100; FB: 57,57,,100,,,Stratford Democratic Town Committee,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://www.facebook.com/events/401853777001365/,https://www.stratfordstar.com/82550/stratford-residents-rally-for-migrant-families/,,
Swarthmore,Swarthmore Town Center,PA,US,2018-06-30,hundreds,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20581/signup/?source=&s=,http://www.delcotimes.com/general-news/20180630/swarthmore-rally-knows-families-belong-together,,
Sycamore,DeKalb County Courthouse,IL,US,2018-06-30,,18,,18,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,Facebook,,,
Syracuse,Perseverance Park,NY,US,2018-06-30,200-300,200,,300,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://www.syracuse.com/news/index.ssf/2018/06/hundreds_brave_heat_in_syracuse_to_protest_trump_administrations_immigration_pol.html,,,
Tacoma,Wright Park,WA,US,2018-06-30,FB: 643,643,,643,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20169/signup/?source=&s=,https://www.facebook.com/events/184630385567897/,,
Tahlequah,Cherokee County,OK,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/19917/signup/?source=&s=,,,
Tallahassee,Florida Capitol Building,FL,US,2018-06-30,FB: 465,465,,465,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20189/signup/?source=&s=,https://www.facebook.com/events/187531841949085/,,
Tampa,Joe Chillura Courthouse Square,FL,US,2018-06-30,FB: 978,978,,978,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20386/signup/?source=&s=,https://www.wfla.com/1275129219,https://www.facebook.com/events/206465340180113/,
Telluride,Wilkinson Public Library Terrace Patio,CO,US,2018-06-30,na,100,,100,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20613/signup/?source=&s=,https://www.facebook.com/ACTTelluride/,,Crowd count estimated from photots and provided by event organizers
Temecula,Duck Pond,CA,US,2018-06-30,na,300,,300,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://twitter.com/SDIndivisible/status/1013122035109670912,,,
Terre Haute,VIgo County Courthouse of the Prosecuting Attorney,IN,US,2018-06-30,over 150,150,,150,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20179/signup/?source=&s=,http://www.tribstar.com/news/local_news/hundreds-gather-at-courthouse-to-protest-u-s-immigration-policies/article_83f92128-e9d0-5c18-90f1-dff253628bbb.html,,
The Dalles,Federal Post Office Sidewalk,OR,US,2018-06-30,240,240,,240,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20357/signup/?source=&s=,http://www.thedalleschronicle.com/news/2018/jul/01/protest-rally-draws-240/,,
The Villages,Lake Sumter Landing Town Square,FL,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20680/signup/?source=&s=,,,
Tierra Amarilla,,NM,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together_attend1/search/#event-map,,,
